,Unnamed: 0,TRAFFIC_DATE,TRAINNUMBER,TRAINSERIE,TRAINSERIE_DIRECTION,STATION,ACTIVITYTYPE,DISTANCE_M,PLAN_DATETIME,REALIZED_DATETIME,DELAY,TURNOVER_INDICATOR,PREVIOUS_TRAINNUMBER,COMBINE,SPLIT,ROLLINGSTOCK_TYPE,NUMBER_CARRIAGES,DRIVER_CHANGE,DEPARTURE_SIGNAL_SHOWS_SAFE,PLAN_TURNOVER_TIME,REALIZED_TURNOVER_TIME,MAX_DEPARTURE_TIME,PLAN_SIGNAL_SAFE_DELAY,REALIZED_SIGNAL_SAFE_DELAY,DALUREN,DAY_OF_WEEK,HOUR,DAY_OF_WEEK_sin,DAY_OF_WEEK_cos,HOUR_sin,HOUR_cos,NEEDED_PLAN_TURNOVER_TIME,NEEDED_REALIZED_TURNOVER_TIME,DIFF_TURNOVER_TIME,DIFF_TURNOVER_TIME_CAT
222477,8192821,2023-04-08,1876,1800.0,E,Lw,V,,2023-04-08 20:17:00+00:00,2023-04-08 20:16:56+00:00,-4.0,1,1863.0,0,0,ICM,7.0,0.0,2023-04-08 20:16:09+00:00,2040.0,2014.0,,-51.0,-47.0,True,5,20,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,2104.0,2078.0,26.0,perfect
222502,8193073,2023-04-08,782,700.0,E,Gn,V,,2023-04-08 21:48:00+00:00,2023-04-08 21:47:56+00:00,-4.0,1,769.0,0,0,DDZ,6.0,1.0,2023-04-08 21:47:11+00:00,2160.0,2114.0,,-49.0,-45.0,True,5,21,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474,2224.0,2178.0,46.0,perfect
222536,8193384,2023-04-28,2241,2200.0,O,Vs,V,,2023-04-28 09:21:00+00:00,2023-04-28 09:21:19+00:00,19.0,1,2210.0,0,0,VIRM,6.0,1.0,2023-04-28 09:20:06+00:00,2520.0,2492.0,,-54.0,-73.0,True,4,9,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475,2561.0,2533.0,28.0,perfect
222537,8193426,2023-04-07,3073,3000.0,O,Hdr,V,,2023-04-07 18:34:00+00:00,2023-04-07 18:34:03+00:00,3.0,1,3052.0,0,1,VIRM,6.0,1.0,2023-04-07 18:33:07+00:00,2280.0,2255.0,,-53.0,-56.0,True,4,18,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,2337.0,2312.0,25.0,perfect
222560,8193766,2023-04-26,552,500.0,E,Gn,V,,2023-04-26 14:18:00+00:00,2023-04-26 14:18:40+00:00,40.0,1,539.0,0,0,ICM,7.0,1.0,2023-04-26 14:17:11+00:00,2160.0,2145.0,,-49.0,-89.0,True,2,14,0.9749279121818236,-0.2225209339563143,-0.4999999999999997,-0.8660254037844388,2180.0,2165.0,15.0,perfect
222600,8194100,2023-04-11,1884,1800.0,E,Lw,V,,2023-04-11 22:17:00+00:00,2023-04-11 22:17:19+00:00,19.0,1,1871.0,0,0,ICM,7.0,1.0,2023-04-11 22:16:09+00:00,2040.0,2060.0,,-51.0,-70.0,True,1,22,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,2081.0,2101.0,-20.0,perfect
222612,8194186,2023-04-23,1839,1800.0,O,Gvc,V,,2023-04-23 11:03:00+00:00,2023-04-23 11:03:12+00:00,12.0,1,726.0,0,0,ICM,7.0,0.0,2023-04-23 11:02:10+00:00,2190.0,2236.0,,-50.0,-62.0,True,6,11,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682,2238.0,2284.0,-46.0,perfect
222624,8194322,2023-04-09,1867,1800.0,O,Ledn,V,,2023-04-09 18:17:00+00:00,2023-04-09 18:17:48+00:00,48.0,1,1856.0,0,0,ICM,8.0,1.0,2023-04-09 18:16:03+00:00,2040.0,2182.0,,-57.0,-105.0,True,6,18,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,2052.0,2194.0,-142.0,too early
222629,8194417,2023-04-12,745,700.0,O,Ledn,V,,2023-04-12 12:47:00+00:00,2023-04-12 12:47:21+00:00,21.0,1,734.0,0,0,DDZ,4.0,1.0,2023-04-12 12:46:11+00:00,2040.0,2087.0,,-49.0,-70.0,True,2,12,0.9749279121818236,-0.2225209339563143,1.2246467991473532e-16,-1.0,2079.0,2126.0,-47.0,perfect
222632,8194474,2023-04-04,3047,3000.0,O,Hdr,V,,2023-04-04 12:04:00+00:00,2023-04-04 12:04:21+00:00,21.0,1,303026.0,0,0,VIRM,6.0,0.0,2023-04-04 12:03:08+00:00,2280.0,2336.0,,-52.0,-73.0,True,1,12,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,2319.0,2375.0,-56.0,perfect
222634,8194491,2023-04-04,3057,3000.0,O,Hdr,V,,2023-04-04 14:34:00+00:00,2023-04-04 14:33:54+00:00,-6.0,1,3036.0,0,0,VIRM,4.0,1.0,2023-04-04 14:33:08+00:00,2280.0,2293.0,,-52.0,-46.0,True,1,14,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,2346.0,2359.0,-13.0,perfect
222639,8194525,2023-04-23,745,700.0,O,Gvc,V,,2023-04-23 12:33:00+00:00,2023-04-23 12:33:10+00:00,10.0,1,1832.0,0,0,DDZ,6.0,0.0,2023-04-23 12:32:09+00:00,2190.0,2207.0,,-51.0,-61.0,True,6,12,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,2240.0,2257.0,-17.0,perfect
222662,8194909,2023-04-18,1871,1800.0,O,Ledn,V,,2023-04-18 19:17:00+00:00,2023-04-18 19:19:48+00:00,168.0,1,1860.0,0,0,ICM,10.0,1.0,2023-04-18 19:16:04+00:00,2040.0,2155.0,,-56.0,-224.0,True,1,19,0.7818314824680298,0.6234898018587336,-0.9659258262890684,0.2588190451025203,1932.0,2047.0,-115.0,too early
222670,8194992,2023-04-18,564,500.0,E,Gn,V,,2023-04-18 17:18:00+00:00,2023-04-18 17:18:04+00:00,4.0,1,551.0,0,0,ICM,6.0,1.0,2023-04-18 17:17:11+00:00,2160.0,2141.0,,-49.0,-53.0,False,1,17,0.7818314824680298,0.6234898018587336,-0.9659258262890684,-0.2588190451025206,2216.0,2197.0,19.0,perfect
222715,8195502,2023-04-18,738,700.0,E,Gn,V,,2023-04-18 10:48:00+00:00,2023-04-18 10:48:19+00:00,19.0,1,725.0,0,0,ICM,7.0,0.0,2023-04-18 10:47:04+00:00,2160.0,2156.0,,-56.0,-75.0,True,1,10,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387,2201.0,2197.0,4.0,perfect
222723,8195688,2023-04-10,8192,8100.0,E,Gn,V,,2023-04-11 00:03:00+00:00,2023-04-11 00:02:58+00:00,-2.0,1,8177.0,0,0,SNG,3.0,1.0,2023-04-11 00:02:11+00:00,2160.0,2149.0,,-49.0,-47.0,True,1,0,0.7818314824680298,0.6234898018587336,0.0,1.0,2222.0,2211.0,11.0,perfect
222729,8195733,2023-04-29,773,700.0,O,Gvc,V,,2023-04-29 19:33:00+00:00,2023-04-29 19:33:29+00:00,29.0,1,1860.0,0,0,ICM,7.0,1.0,2023-04-29 19:32:04+00:00,2190.0,2281.0,,-56.0,-85.0,True,5,19,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203,2221.0,2312.0,-91.0,too early
222741,8195879,2023-04-10,8138,8100.0,E,Gn,V,,2023-04-10 10:33:00+00:00,2023-04-10 10:33:08+00:00,8.0,1,8123.0,0,0,SNG,3.0,1.0,2023-04-10 10:32:08+00:00,2160.0,2170.0,,-52.0,-60.0,True,0,10,0.0,1.0,0.4999999999999999,-0.8660254037844387,2212.0,2222.0,-10.0,perfect
222748,8195942,2023-04-30,8154,8100.0,E,Gn,V,,2023-04-30 14:32:00+00:00,2023-04-30 14:33:55+00:00,115.0,1,8139.0,0,0,SNG,8.0,1.0,2023-04-30 14:31:09+00:00,2040.0,2178.0,,-51.0,-166.0,True,6,14,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1985.0,2123.0,-138.0,too early
222762,8196083,2023-04-15,762,700.0,E,Gn,V,,2023-04-15 16:48:00+00:00,2023-04-15 16:48:03+00:00,3.0,1,749.0,0,0,DDZ,4.0,1.0,2023-04-15 16:47:03+00:00,2160.0,2007.0,,-57.0,-60.0,True,5,16,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,2217.0,2064.0,153.0,too late
222772,8196161,2023-04-29,700576,700000.0,E,Gn,V,,2023-04-29 20:18:00+00:00,2023-04-29 20:18:05+00:00,5.0,1,700563.0,0,0,ICM,4.0,0.0,2023-04-29 20:17:12+00:00,2160.0,2217.0,,-48.0,-53.0,True,5,20,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,2215.0,2272.0,-57.0,perfect
222796,8196429,2023-04-10,3057,3000.0,O,Hdr,V,,2023-04-10 14:34:00+00:00,2023-04-10 14:34:26+00:00,26.0,1,3036.0,0,0,VIRM,6.0,0.0,2023-04-10 14:33:08+00:00,2280.0,2317.0,,-52.0,-78.0,True,0,14,0.0,1.0,-0.4999999999999997,-0.8660254037844388,2314.0,2351.0,-37.0,perfect
222797,8196438,2023-04-04,302459,302400.0,O,Gv,V,,2023-04-04 15:49:00+00:00,2023-04-04 15:49:13+00:00,13.0,1,2446.0,0,0,VIRM,4.0,1.0,2023-04-04 15:48:09+00:00,2280.0,2180.0,,-51.0,-64.0,True,1,15,0.7818314824680298,0.6234898018587336,-0.7071067811865471,-0.7071067811865479,2327.0,2227.0,100.0,too late
222802,8196497,2023-04-25,733,700.0,O,Gvc,V,,2023-04-25 09:33:00+00:00,2023-04-25 09:33:37+00:00,37.0,1,1820.0,0,1,ICM,7.0,1.0,2023-04-25 09:32:07+00:00,2190.0,2153.0,,-53.0,-90.0,True,1,9,0.7818314824680298,0.6234898018587336,0.7071067811865476,-0.7071067811865475,2213.0,2176.0,37.0,perfect
222806,8196534,2023-04-10,1839,1800.0,O,Ledn,V,,2023-04-10 11:17:00+00:00,2023-04-10 11:17:22+00:00,22.0,1,1828.0,0,0,DDZ,4.0,1.0,2023-04-10 11:16:10+00:00,2040.0,2085.0,,-50.0,-72.0,True,0,11,0.0,1.0,0.258819045102521,-0.9659258262890682,2078.0,2123.0,-45.0,perfect
222809,8196609,2023-04-12,750,700.0,E,Gn,V,,2023-04-12 13:48:00+00:00,2023-04-12 13:47:55+00:00,-5.0,1,737.0,0,0,VIRM,6.0,1.0,2023-04-12 13:47:03+00:00,2160.0,2153.0,,-57.0,-52.0,True,2,13,0.9749279121818236,-0.2225209339563143,-0.2588190451025208,-0.9659258262890684,2225.0,2218.0,7.0,perfect
222810,8196622,2023-04-29,3037,3000.0,O,Hdr,V,,2023-04-29 09:34:00+00:00,2023-04-29 09:34:14+00:00,14.0,1,3016.0,0,0,VIRM,4.0,0.0,2023-04-29 09:33:08+00:00,2280.0,2286.0,,-52.0,-66.0,True,5,9,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475,2326.0,2332.0,-6.0,perfect
222812,8196643,2023-04-25,8148,8100.0,E,Gn,V,,2023-04-25 13:03:00+00:00,2023-04-25 13:03:00+00:00,0.0,1,8133.0,0,0,SNG,6.0,1.0,2023-04-25 13:02:09+00:00,2160.0,2170.0,,-51.0,-51.0,True,1,13,0.7818314824680298,0.6234898018587336,-0.2588190451025208,-0.9659258262890684,2220.0,2230.0,-10.0,perfect
222819,8196774,2023-04-23,8142,8100.0,E,Gn,V,,2023-04-23 11:33:00+00:00,2023-04-23 11:32:59+00:00,-1.0,1,8127.0,0,0,SNG,3.0,0.0,2023-04-23 11:32:08+00:00,2160.0,2158.0,,-52.0,-51.0,True,6,11,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682,2221.0,2219.0,2.0,perfect
222875,8197401,2023-04-08,8144,8100.0,E,Gn,V,,2023-04-08 12:03:00+00:00,2023-04-08 12:03:00+00:00,0.0,1,8129.0,0,0,SNG,3.0,1.0,2023-04-08 12:02:08+00:00,2160.0,2168.0,,-52.0,-52.0,True,5,12,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,2220.0,2228.0,-8.0,perfect
222877,8197419,2023-04-05,528,500.0,E,Gn,V,,2023-04-05 08:18:00+00:00,2023-04-05 08:17:42+00:00,-18.0,1,515.0,0,0,ICM,7.0,0.0,2023-04-05 08:17:12+00:00,2160.0,2092.0,,-48.0,-30.0,False,2,8,0.9749279121818236,-0.2225209339563143,0.8660254037844387,-0.4999999999999998,2238.0,2170.0,68.0,too late
222903,8197725,2023-04-07,1887,1800.0,O,Ledn,V,,2023-04-07 23:17:00+00:00,2023-04-07 23:17:57+00:00,57.0,1,1876.0,0,0,ICM,6.0,1.0,2023-04-07 23:16:51+00:00,2040.0,2089.0,,-9.0,-66.0,True,4,23,-0.433883739117558,-0.9009688679024191,-0.2588190451025215,0.965925826289068,2043.0,2092.0,-49.0,perfect
222936,8198168,2023-04-24,560,500.0,E,Gn,V,,2023-04-24 16:18:00+00:00,2023-04-24 16:18:00+00:00,0.0,1,547.0,0,0,ICM,8.0,1.0,2023-04-24 16:17:12+00:00,2160.0,2144.0,,-48.0,-48.0,False,0,16,0.0,1.0,-0.8660254037844385,-0.5000000000000004,2220.0,2204.0,16.0,perfect
222968,8198472,2023-04-22,1848,1800.0,E,Lw,V,,2023-04-22 13:17:00+00:00,2023-04-22 13:17:04+00:00,4.0,1,1835.0,0,0,DDZ,6.0,1.0,2023-04-22 13:16:08+00:00,2040.0,2017.0,,-52.0,-56.0,True,5,13,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890684,2096.0,2073.0,23.0,perfect
223021,8245646,2023-04-24,701414,700000.0,E,Asd,V,,2023-04-24 04:19:00+00:00,2023-04-24 04:19:08+00:00,8.0,1,701413.0,0,0,VIRM,4.0,0.0,2023-04-24 04:15:18+00:00,2016.0,2005.0,,-222.0,-230.0,True,0,4,0.0,1.0,0.8660254037844386,0.5000000000000001,2068.0,2057.0,11.0,perfect
223052,8246036,2023-04-13,1876,1800.0,E,Lw,V,,2023-04-13 20:17:00+00:00,2023-04-13 20:17:06+00:00,6.0,1,1863.0,0,0,ICM,7.0,0.0,2023-04-13 20:16:09+00:00,2040.0,2088.0,,-51.0,-57.0,True,3,20,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,2094.0,2142.0,-48.0,perfect
223053,8246044,2023-04-01,700774,700000.0,E,Gn,V,,2023-04-01 19:48:00+00:00,2023-04-01 19:48:00+00:00,0.0,1,700761.0,0,0,DDZ,4.0,1.0,2023-04-01 19:47:04+00:00,2130.0,2153.0,,-56.0,-56.0,True,5,19,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203,2190.0,2213.0,-23.0,perfect
223063,8246131,2023-04-01,14923,14900.0,O,Hvs,V,,2023-04-01 08:17:30+00:00,2023-04-01 08:17:24+00:00,-6.0,1,14920.0,0,0,SNG,6.0,0.0,2023-04-01 08:16:08+00:00,2130.0,2138.0,,-82.0,-76.0,True,5,8,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,2196.0,2204.0,-8.0,perfect
223122,8246931,2023-04-13,729,700.0,O,Ledn,V,,2023-04-13 08:47:00+00:00,2023-04-13 08:48:47+00:00,107.0,1,718.0,0,0,VIRM,6.0,1.0,2023-04-13 08:46:04+00:00,2040.0,2181.0,,-56.0,-163.0,False,3,8,0.4338837391175582,-0.900968867902419,0.8660254037844387,-0.4999999999999998,1993.0,2134.0,-141.0,too early
223139,8247221,2023-04-28,749,700.0,O,Gvc,V,,2023-04-28 13:33:00+00:00,2023-04-28 13:33:28+00:00,28.0,1,1836.0,0,0,DDZ,6.0,1.0,2023-04-28 13:32:09+00:00,2190.0,2269.0,,-51.0,-79.0,True,4,13,-0.433883739117558,-0.9009688679024191,-0.2588190451025208,-0.9659258262890684,2222.0,2301.0,-79.0,too early
223148,8247360,2023-04-21,8158,8100.0,E,Gn,V,,2023-04-21 15:33:00+00:00,2023-04-21 15:32:56+00:00,-4.0,1,8143.0,0,0,SNG,7.0,0.0,2023-04-21 15:32:11+00:00,2160.0,2081.0,,-49.0,-45.0,True,4,15,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479,2224.0,2145.0,79.0,too late
223154,8247411,2023-04-20,674,600.0,E,Lw,V,,2023-04-20 19:47:00+00:00,2023-04-20 19:47:08+00:00,8.0,1,661.0,0,0,ICM,7.0,0.0,2023-04-20 19:46:09+00:00,2040.0,2034.0,,-51.0,-59.0,True,3,19,0.4338837391175582,-0.900968867902419,-0.9659258262890684,0.2588190451025203,2092.0,2086.0,6.0,perfect
223174,8247560,2023-04-09,3087,3000.0,O,Hdr,V,,2023-04-09 22:04:00+00:00,2023-04-09 22:04:02+00:00,2.0,1,3066.0,0,0,VIRM,6.0,0.0,2023-04-09 22:03:08+00:00,2280.0,2239.0,,-52.0,-54.0,True,6,22,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2338.0,2297.0,41.0,perfect
223186,8247654,2023-04-18,5527,5500.0,O,Ut,V,,2023-04-18 08:37:00+00:00,2023-04-18 08:37:00+00:00,0.0,1,5518.0,0,0,SLT,6.0,1.0,2023-04-18 08:36:08+00:00,2520.0,2485.0,,-52.0,-52.0,False,1,8,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,2580.0,2545.0,35.0,perfect
223202,8247809,2023-04-22,8132,8100.0,E,Gn,V,,2023-04-22 09:03:00+00:00,2023-04-22 09:03:02+00:00,2.0,1,8117.0,0,0,SNG,3.0,1.0,2023-04-22 09:02:09+00:00,2160.0,2155.0,,-51.0,-53.0,True,5,9,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475,2218.0,2213.0,5.0,perfect
223206,8247838,2023-04-03,781,700.0,O,Gvc,V,,2023-04-03 21:33:00+00:00,2023-04-03 21:33:02+00:00,2.0,1,1868.0,0,0,DDZ,4.0,1.0,2023-04-03 21:32:08+00:00,2190.0,2189.0,,-52.0,-54.0,True,0,21,0.0,1.0,-0.7071067811865477,0.7071067811865474,2248.0,2247.0,1.0,perfect
223207,8247843,2023-04-08,3085,3000.0,O,Hdr,V,,2023-04-08 21:34:00+00:00,2023-04-08 21:33:53+00:00,-7.0,1,3064.0,0,0,VIRM,6.0,0.0,2023-04-08 21:33:07+00:00,2280.0,2273.0,,-53.0,-46.0,True,5,21,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474,2347.0,2340.0,7.0,perfect
223246,8248224,2023-04-19,3057,3000.0,O,Hdr,V,,2023-04-19 14:34:00+00:00,2023-04-19 14:34:02+00:00,2.0,1,3036.0,0,0,VIRM,4.0,1.0,2023-04-19 14:33:08+00:00,2280.0,2322.0,,-52.0,-54.0,True,2,14,0.9749279121818236,-0.2225209339563143,-0.4999999999999997,-0.8660254037844388,2338.0,2380.0,-42.0,perfect
223281,8248717,2023-04-17,646,600.0,E,Lw,V,,2023-04-17 12:47:00+00:00,2023-04-17 12:47:06+00:00,6.0,1,633.0,0,0,VIRM,4.0,0.0,2023-04-17 12:46:08+00:00,2040.0,2080.0,,-52.0,-58.0,True,0,12,0.0,1.0,1.2246467991473532e-16,-1.0,2094.0,2134.0,-40.0,perfect
223290,8248817,2023-04-13,528,500.0,E,Gn,V,,2023-04-13 08:18:00+00:00,2023-04-13 08:18:13+00:00,13.0,1,515.0,0,0,ICM,8.0,1.0,2023-04-13 08:17:11+00:00,2160.0,2181.0,,-49.0,-62.0,False,3,8,0.4338837391175582,-0.900968867902419,0.8660254037844387,-0.4999999999999998,2207.0,2228.0,-21.0,perfect
223313,8249106,2023-04-29,700738,700000.0,E,Gn,V,,2023-04-29 10:48:00+00:00,2023-04-29 10:48:21+00:00,21.0,1,700725.0,0,0,DDZ,4.0,0.0,2023-04-29 10:47:04+00:00,2160.0,2190.0,,-56.0,-77.0,True,5,10,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387,2199.0,2229.0,-30.0,perfect
223319,8249231,2023-04-07,8158,8100.0,E,Gn,V,,2023-04-07 15:33:00+00:00,2023-04-07 15:33:00+00:00,0.0,1,8143.0,0,0,SNG,6.0,0.0,2023-04-07 15:32:11+00:00,2160.0,2145.0,,-49.0,-49.0,True,4,15,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479,2220.0,2205.0,15.0,perfect
223331,8249298,2023-04-21,1835,1800.0,O,Gvc,V,,2023-04-21 10:03:00+00:00,2023-04-21 10:04:23+00:00,83.0,1,722.0,0,0,DDZ,6.0,1.0,2023-04-21 10:02:09+00:00,2190.0,2315.0,,-51.0,-134.0,True,4,10,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,2167.0,2292.0,-125.0,too early
223348,8249496,2023-04-19,1871,1800.0,O,Ledn,V,,2023-04-19 19:17:00+00:00,2023-04-19 19:19:21+00:00,141.0,1,1860.0,0,0,ICM,7.0,1.0,2023-04-19 19:16:03+00:00,2040.0,2185.0,,-57.0,-198.0,True,2,19,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,0.2588190451025203,1959.0,2104.0,-145.0,too early
223349,8249522,2023-04-30,6437,6400.0,O,Tbu,V,,2023-04-30 11:33:00+00:00,2023-04-30 11:33:03+00:00,3.0,1,6436.0,0,0,FLIRT,3.0,0.0,2023-04-30 11:32:37+00:00,2100.0,2157.0,,-23.0,-26.0,True,6,11,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682,2157.0,2214.0,-57.0,perfect
223357,8249640,2023-04-23,658,600.0,E,Lw,V,,2023-04-23 15:47:00+00:00,2023-04-23 15:47:05+00:00,5.0,1,645.0,0,0,ICM,7.0,1.0,2023-04-23 15:46:08+00:00,2040.0,2081.0,,-52.0,-57.0,True,6,15,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479,2095.0,2136.0,-41.0,perfect
223361,8249713,2023-04-19,726,700.0,E,Gn,V,,2023-04-19 07:48:00+00:00,2023-04-19 07:48:19+00:00,19.0,1,713.0,0,0,DDZ,4.0,1.0,2023-04-19 07:47:10+00:00,2160.0,2196.0,,-50.0,-69.0,False,2,7,0.9749279121818236,-0.2225209339563143,0.9659258262890684,-0.2588190451025206,2201.0,2237.0,-36.0,perfect
223363,8249730,2023-04-05,536,500.0,E,Gn,V,,2023-04-05 10:18:00+00:00,2023-04-05 10:20:44+00:00,164.0,1,523.0,0,0,ICM,7.0,0.0,2023-04-05 10:17:11+00:00,2160.0,2292.0,,-49.0,-213.0,True,2,10,0.9749279121818236,-0.2225209339563143,0.4999999999999999,-0.8660254037844387,2056.0,2188.0,-132.0,too early
223396,8250071,2023-04-04,750,700.0,E,Gn,V,,2023-04-04 13:48:00+00:00,2023-04-04 13:48:02+00:00,2.0,1,737.0,0,0,DDZ,4.0,1.0,2023-04-04 13:47:03+00:00,2160.0,2198.0,,-57.0,-59.0,True,1,13,0.7818314824680298,0.6234898018587336,-0.2588190451025208,-0.9659258262890684,2218.0,2256.0,-38.0,perfect
223397,8250082,2023-04-29,3039,3000.0,O,Hdr,V,,2023-04-29 10:04:00+00:00,2023-04-29 10:03:58+00:00,-2.0,1,3018.0,1,0,VIRM,10.0,0.0,2023-04-29 10:03:09+00:00,2280.0,2315.0,,-51.0,-49.0,True,5,10,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387,2342.0,2377.0,-35.0,perfect
223409,8250201,2023-04-27,746,700.0,E,Gn,V,,2023-04-27 12:48:00+00:00,2023-04-27 12:48:20+00:00,20.0,1,733.0,0,0,ICM,7.0,0.0,2023-04-27 12:47:09+00:00,2160.0,2210.0,,-51.0,-71.0,True,3,12,0.4338837391175582,-0.900968867902419,1.2246467991473532e-16,-1.0,2200.0,2250.0,-50.0,perfect
223431,8250353,2023-04-18,650,600.0,E,Lw,V,,2023-04-18 13:47:00+00:00,2023-04-18 13:47:14+00:00,14.0,1,637.0,0,0,DDZ,4.0,1.0,2023-04-18 13:46:28+00:00,2040.0,2078.0,,-32.0,-46.0,True,1,13,0.7818314824680298,0.6234898018587336,-0.2588190451025208,-0.9659258262890684,2086.0,2124.0,-38.0,perfect
223435,8250413,2023-04-14,8138,8100.0,E,Gn,V,,2023-04-14 10:33:00+00:00,2023-04-14 10:33:06+00:00,6.0,1,8123.0,0,0,SNG,4.0,0.0,2023-04-14 10:32:07+00:00,2160.0,2152.0,,-53.0,-59.0,True,4,10,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,2214.0,2206.0,8.0,perfect
223448,8250589,2023-04-11,3091,3000.0,O,Hdr,V,,2023-04-11 23:04:00+00:00,2023-04-11 23:04:14+00:00,14.0,1,3070.0,0,0,VIRM,6.0,0.0,2023-04-11 23:03:07+00:00,2280.0,2263.0,,-53.0,-67.0,True,1,23,0.7818314824680298,0.6234898018587336,-0.2588190451025215,0.965925826289068,2326.0,2309.0,17.0,perfect
223470,8250820,2023-04-30,741,700.0,O,Gvc,V,,2023-04-30 11:33:00+00:00,2023-04-30 11:33:08+00:00,8.0,1,1828.0,0,0,ICM,7.0,1.0,2023-04-30 11:32:09+00:00,2190.0,2252.0,,-51.0,-59.0,True,6,11,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682,2242.0,2304.0,-62.0,too early
223489,8251039,2023-04-09,3035,3000.0,O,Hdr,V,,2023-04-09 09:04:00+00:00,2023-04-09 09:04:24+00:00,24.0,1,3014.0,0,0,VIRM,6.0,0.0,2023-04-09 09:03:08+00:00,2280.0,2322.0,,-52.0,-76.0,True,6,9,-0.7818314824680299,0.6234898018587334,0.7071067811865476,-0.7071067811865475,2316.0,2358.0,-42.0,perfect
223537,8251502,2023-04-28,1883,1800.0,O,Gvc,V,,2023-04-28 22:03:00+00:00,2023-04-28 22:03:23+00:00,23.0,1,770.0,0,1,ICM,4.0,1.0,2023-04-28 22:02:09+00:00,2190.0,2171.0,,-51.0,-74.0,True,4,22,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,2227.0,2208.0,19.0,perfect
223544,8251556,2023-04-11,1855,1800.0,O,Ledn,V,,2023-04-11 15:17:00+00:00,2023-04-11 15:17:49+00:00,49.0,1,1844.0,0,0,ICM,7.0,1.0,2023-04-11 15:16:04+00:00,2040.0,2199.0,,-56.0,-105.0,True,1,15,0.7818314824680298,0.6234898018587336,-0.7071067811865471,-0.7071067811865479,2051.0,2210.0,-159.0,too early
223568,8251785,2023-04-02,11639,11600.0,O,Gvc,V,,2023-04-02 10:33:00+00:00,2023-04-02 10:33:27+00:00,27.0,1,1624.0,0,0,VIRM,4.0,1.0,2023-04-02 10:32:10+00:00,2190.0,2236.0,,-50.0,-77.0,True,6,10,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387,2223.0,2269.0,-46.0,perfect
223615,8252210,2023-04-04,302457,302400.0,O,Gv,V,,2023-04-04 15:19:00+00:00,2023-04-04 15:20:01+00:00,61.0,1,2444.0,0,0,VIRM,6.0,1.0,2023-04-04 15:18:42+00:00,2280.0,2374.0,,-18.0,-79.0,True,1,15,0.7818314824680298,0.6234898018587336,-0.7071067811865471,-0.7071067811865479,2279.0,2373.0,-94.0,too early
