,TRAFFIC_DATE,TRAINNUMBER,TRAINSERIE,TRAINSERIE_DIRECTION,STATION,ACTIVITYTYPE,PLAN_DATETIME,REALIZED_DATETIME,DELAY,TURNOVER_INDICATOR,PREVIOUS_TRAINNUMBER,COMBINE,SPLIT,ROLLINGSTOCK_TYPE,NUMBER_CARRIAGES,DRIVER_CHANGE,DEPARTURE_SIGNAL_SHOWS_SAFE,PLAN_TURNOVER_TIME,REALIZED_TURNOVER_TIME,MAX_DEPARTURE_TIME,PLAN_SIGNAL_SAFE_DELAY,REALIZED_SIGNAL_SAFE_DELAY,DAY_IN_WEEK,24-TIME,DALUREN,NEEDED_PLAN_TURNOVER_TIME,NEEDED_REALIZED_TURNOVER_TIME,DIFF_TURNOVER_TIME,DIFF_TURNOVER_TIME_CAT
236825,2023-03-08,301406,301400.0,E,Asd,V,2023-03-09 02:19:00+00:00,2023-03-09 02:20:12+00:00,72.0,1,11405,0,0,VIRM,4.0,0.0,2023-03-09 02:18:03+00:00,2100.0,2013.0,2023-03-09 02:20:12+00:00,-57.0,-129.0,3,2024-05-15 02:19:00,True,2088.0,2001.0,87.0,too late
237043,2023-03-08,302980,302900.0,E,Rm,V,2023-03-08 21:32:00+00:00,2023-03-08 21:31:57+00:00,-3.0,1,3971,0,0,VIRM,6.0,0.0,2023-03-08 21:31:02+00:00,1380.0,1330.0,2023-03-08 21:31:57+00:00,-58.0,-55.0,2,2024-05-15 21:32:00,True,1443.0,1393.0,50.0,perfect
237131,2023-03-08,303533,303500.0,O,Ehv,V,2023-03-08 11:19:00+00:00,2023-03-08 11:19:35+00:00,35.0,1,3538,0,0,VIRM,6.0,1.0,2023-03-08 11:18:26+00:00,480.0,407.0,2023-03-08 11:19:35+00:00,-34.0,-69.0,2,2024-05-15 11:19:00,True,505.0,432.0,73.0,too late
237163,2023-03-08,303537,303500.0,O,Ehv,V,2023-03-08 12:19:00+00:00,2023-03-08 12:20:33+00:00,93.0,1,3940,0,0,VIRM,6.0,1.0,2023-03-08 12:18:35+00:00,1680.0,1811.0,2023-03-08 12:20:33+00:00,-25.0,-118.0,2,2024-05-15 12:19:00,True,1647.0,1778.0,-131.0,too early
237179,2023-03-08,303539,303500.0,O,Ht,V,2023-03-08 12:25:00+00:00,2023-03-08 12:25:23+00:00,23.0,1,3540,0,0,VIRM,4.0,1.0,2023-03-08 12:24:08+00:00,1140.0,1152.0,2023-03-08 12:25:23+00:00,-52.0,-75.0,2,2024-05-15 12:25:00,True,1177.0,1189.0,-12.0,perfect
237199,2023-03-08,303616,303600.0,E,Nm,V,2023-03-08 06:54:00+00:00,2023-03-08 06:54:34+00:00,34.0,1,3619,0,0,ICM,4.0,0.0,2023-03-08 06:53:07+00:00,1200.0,1157.0,2023-03-08 06:54:34+00:00,-53.0,-87.0,2,2024-05-15 06:54:00,False,1226.0,1183.0,43.0,perfect
237223,2023-03-08,303618,303600.0,E,Nm,V,2023-03-08 07:24:00+00:00,2023-03-08 07:24:38+00:00,38.0,1,3621,0,0,DDZ,6.0,0.0,2023-03-08 07:23:08+00:00,1200.0,1184.0,2023-03-08 07:24:38+00:00,-52.0,-90.0,2,2024-05-15 07:24:00,False,1222.0,1206.0,16.0,perfect
237247,2023-03-08,303620,303600.0,E,Nm,V,2023-03-08 07:54:00+00:00,2023-03-08 07:54:15+00:00,15.0,1,3623,0,0,ICM,4.0,0.0,2023-03-08 07:53:08+00:00,1140.0,1109.0,2023-03-08 07:54:15+00:00,-52.0,-67.0,2,2024-05-15 07:54:00,False,1185.0,1154.0,31.0,perfect
237309,2023-03-08,303625,303600.0,O,O,V,2023-03-08 08:25:00+00:00,2023-03-08 08:25:19+00:00,19.0,1,3622,0,0,ICM,6.0,0.0,2023-03-08 08:24:51+00:00,1200.0,1091.0,2023-03-08 08:25:19+00:00,-9.0,-28.0,2,2024-05-15 08:25:00,False,1241.0,1132.0,109.0,too late
237319,2023-03-08,303626,303600.0,E,Nm,V,2023-03-08 09:24:00+00:00,2023-03-08 09:24:12+00:00,12.0,1,3629,0,0,VIRM,4.0,1.0,2023-03-08 09:23:08+00:00,1140.0,1131.0,2023-03-08 09:24:12+00:00,-52.0,-64.0,2,2024-05-15 09:24:00,True,1188.0,1179.0,9.0,perfect
237343,2023-03-08,303629,303600.0,O,O,V,2023-03-08 09:25:00+00:00,2023-03-08 09:25:40+00:00,40.0,1,3626,0,0,VIRM,4.0,0.0,2023-03-08 09:24:31+00:00,1200.0,1041.0,2023-03-08 09:25:40+00:00,-29.0,-69.0,2,2024-05-15 09:25:00,True,1220.0,1061.0,159.0,too late
237419,2023-03-08,303961,303900.0,O,Std,V,2023-03-08 18:56:00+00:00,2023-03-08 18:56:24+00:00,24.0,1,3970,0,0,VIRM,4.0,0.0,2023-03-08 18:55:54+00:00,1320.0,1379.0,2023-03-08 18:56:24+00:00,-6.0,-30.0,2,2024-05-15 18:56:00,True,1356.0,1415.0,-59.0,perfect
237425,2023-03-08,303967,303900.0,O,Std,V,2023-03-08 20:35:00+00:00,2023-03-08 20:35:19+00:00,19.0,1,3978,0,0,VIRM,4.0,1.0,2023-03-08 20:34:03+00:00,300.0,316.0,2023-03-08 20:35:19+00:00,-57.0,-76.0,2,2024-05-15 20:35:00,True,341.0,357.0,-16.0,perfect
237435,2023-03-08,303972,303900.0,E,Rm,V,2023-03-08 19:20:00+00:00,2023-03-08 19:20:11+00:00,11.0,1,3963,0,0,VIRM,6.0,0.0,2023-03-08 19:19:06+00:00,660.0,593.0,2023-03-08 19:20:11+00:00,-54.0,-65.0,2,2024-05-15 19:20:00,True,709.0,642.0,67.0,too late
237439,2023-03-08,303976,303900.0,E,Rm,V,2023-03-08 20:20:00+00:00,2023-03-08 20:20:07+00:00,7.0,1,3967,0,0,VIRM,6.0,0.0,2023-03-08 20:19:07+00:00,660.0,516.0,2023-03-08 20:20:07+00:00,-53.0,-60.0,2,2024-05-15 20:20:00,True,713.0,569.0,144.0,too late
237465,2023-03-08,304943,304900.0,O,Hvs,V,2023-03-08 13:18:00+00:00,2023-03-08 13:18:07+00:00,7.0,1,4942,0,0,SNG,7.0,0.0,2023-03-08 13:17:09+00:00,360.0,229.0,2023-03-08 13:18:07+00:00,-51.0,-58.0,2,2024-05-15 13:18:00,True,413.0,282.0,131.0,too late
237507,2023-03-08,305741,305700.0,O,Hvs,V,2023-03-08 12:29:00+00:00,2023-03-08 12:29:41+00:00,41.0,1,5736,0,0,SNG,7.0,0.0,2023-03-08 12:28:08+00:00,1740.0,1805.0,2023-03-08 12:29:41+00:00,-52.0,-93.0,2,2024-05-15 12:29:00,True,1759.0,1824.0,-65.0,too early
237535,2023-03-08,306032,306000.0,E,Htnc,V,2023-03-08 10:35:00+00:00,2023-03-08 10:35:54+00:00,54.0,1,6033,0,0,SLT,10.0,0.0,2023-03-08 10:34:43+00:00,840.0,691.0,2023-03-08 10:35:54+00:00,-17.0,-71.0,2,2024-05-15 10:35:00,True,846.0,697.0,149.0,too late
237627,2023-03-08,306617,306600.0,O,O,V,2023-03-08 06:11:00+00:00,2023-03-08 06:11:16+00:00,16.0,1,6610,0,0,FLIRT,3.0,0.0,2023-03-08 06:10:38+00:00,1260.0,1199.0,2023-03-08 06:11:16+00:00,-22.0,-38.0,2,2024-05-15 06:11:00,True,1304.0,1243.0,61.0,too late
237693,2023-03-08,306620,306600.0,E,Wc,V,2023-03-08 08:33:00+00:00,2023-03-08 08:33:36+00:00,36.0,1,6625,0,0,FLIRT,8.0,0.0,2023-03-08 08:32:26+00:00,2100.0,2034.0,2023-03-08 08:33:36+00:00,-34.0,-70.0,2,2024-05-15 08:33:00,False,2124.0,2058.0,66.0,too late
237707,2023-03-08,306621,306600.0,O,O,V,2023-03-08 07:11:00+00:00,2023-03-08 07:11:37+00:00,37.0,1,6614,0,0,FLIRT,3.0,0.0,2023-03-08 07:10:38+00:00,1260.0,1236.0,2023-03-08 07:11:37+00:00,-22.0,-59.0,2,2024-05-15 07:11:00,False,1283.0,1259.0,24.0,perfect
237739,2023-03-08,306623,306600.0,O,O,V,2023-03-08 07:41:00+00:00,2023-03-08 07:41:41+00:00,41.0,1,6616,0,0,FLIRT,7.0,0.0,2023-03-08 07:40:38+00:00,1260.0,1110.0,2023-03-08 07:41:41+00:00,-22.0,-63.0,2,2024-05-15 07:41:00,False,1279.0,1129.0,150.0,too late
237765,2023-03-08,306625,306600.0,O,O,V,2023-03-08 08:11:00+00:00,2023-03-08 08:11:41+00:00,41.0,1,6618,0,0,FLIRT,7.0,0.0,2023-03-08 08:10:39+00:00,1260.0,1159.0,2023-03-08 08:11:41+00:00,-21.0,-62.0,2,2024-05-15 08:11:00,False,1279.0,1178.0,101.0,too late
237791,2023-03-08,306627,306600.0,O,O,V,2023-03-08 08:41:00+00:00,2023-03-08 08:41:40+00:00,40.0,1,6620,0,0,FLIRT,7.0,0.0,2023-03-08 08:40:47+00:00,1260.0,1141.0,2023-03-08 08:41:40+00:00,-13.0,-53.0,2,2024-05-15 08:41:00,False,1280.0,1161.0,119.0,too late
237817,2023-03-08,306629,306600.0,O,O,V,2023-03-08 09:11:00+00:00,2023-03-08 09:11:03+00:00,3.0,1,6622,0,0,FLIRT,8.0,0.0,2023-03-08 09:10:38+00:00,1260.0,1162.0,2023-03-08 09:11:03+00:00,-22.0,-25.0,2,2024-05-15 09:11:00,True,1317.0,1219.0,98.0,too late
237895,2023-03-08,306937,306900.0,O,Gdm,V,2023-03-08 11:24:00+00:00,2023-03-08 11:24:17+00:00,17.0,1,6934,0,0,SLT,4.0,0.0,2023-03-08 11:23:13+00:00,1200.0,1234.0,2023-03-08 11:24:17+00:00,-47.0,-64.0,2,2024-05-15 11:24:00,True,1243.0,1277.0,-34.0,perfect
237900,2023-03-08,307017,307000.0,O,Wdn,V,2023-03-08 07:31:00+00:00,2023-03-08 07:33:36+00:00,156.0,1,7024,0,0,SNG,4.0,0.0,2023-03-08 07:30:12+00:00,180.0,349.0,2023-03-08 07:33:36+00:00,-48.0,-204.0,2,2024-05-15 07:31:00,False,84.0,253.0,-169.0,too early
237913,2023-03-08,307021,307000.0,O,Wdn,V,2023-03-08 08:31:00+00:00,2023-03-08 08:31:08+00:00,8.0,1,7028,0,0,SNG,4.0,0.0,2023-03-08 08:30:12+00:00,180.0,251.0,2023-03-08 08:31:08+00:00,-48.0,-56.0,2,2024-05-15 08:31:00,False,232.0,303.0,-71.0,too early
237931,2023-03-08,307025,307000.0,O,Wdn,V,2023-03-08 09:31:00+00:00,2023-03-08 09:33:48+00:00,168.0,1,7032,0,0,SNG,7.0,0.0,2023-03-08 09:30:12+00:00,180.0,267.0,2023-03-08 09:33:48+00:00,-48.0,-216.0,2,2024-05-15 09:31:00,True,72.0,159.0,-87.0,too early
237975,2023-03-08,308122,308100.0,E,Mp,V,2023-03-08 07:22:00+00:00,2023-03-08 07:23:00+00:00,60.0,1,8115,0,0,SNG,6.0,0.0,2023-03-08 07:21:04+00:00,900.0,749.0,2023-03-08 07:23:00+00:00,-56.0,-116.0,2,2024-05-15 07:22:00,False,900.0,749.0,151.0,too late
237977,2023-03-08,309015,309000.0,O,Wv,V,2023-03-08 06:58:00+00:00,2023-03-08 06:57:50+00:00,-10.0,1,9020,0,0,SNG,4.0,0.0,2023-03-08 06:57:09+00:00,1620.0,1489.0,2023-03-08 06:57:50+00:00,-51.0,-41.0,2,2024-05-15 06:58:00,False,1690.0,1559.0,131.0,too late
237993,2023-03-08,309020,309000.0,E,Mp,V,2023-03-08 06:48:00+00:00,2023-03-08 06:48:20+00:00,20.0,1,9015,0,0,SNG,3.0,0.0,2023-03-08 06:47:03+00:00,420.0,360.0,2023-03-08 06:48:20+00:00,-57.0,-77.0,2,2024-05-15 06:48:00,False,460.0,400.0,60.0,perfect
237997,2023-03-08,311405,311400.0,O,Ledn,V,2023-03-09 02:23:00+00:00,2023-03-09 02:23:22+00:00,22.0,1,1406,0,0,ICM,4.0,0.0,2023-03-09 02:22:04+00:00,2400.0,2410.0,2023-03-09 02:23:22+00:00,-56.0,-78.0,3,2024-05-15 02:23:00,True,2438.0,2448.0,-10.0,perfect
238005,2023-03-08,311643,311600.0,O,Hvs,V,2023-03-08 12:37:00+00:00,2023-03-08 12:37:02+00:00,2.0,1,11638,0,0,ICM,7.0,0.0,2023-03-08 12:36:10+00:00,900.0,816.0,2023-03-08 12:37:02+00:00,-50.0,-52.0,2,2024-05-15 12:37:00,True,958.0,874.0,84.0,too late
238142,2023-03-09,527,500.0,O,Rtd,V,2023-03-09 08:05:00+00:00,2023-03-09 08:05:25+00:00,25.0,1,516,0,0,ICM,10.0,1.0,2023-03-09 08:04:13+00:00,600.0,566.0,2023-03-09 08:05:25+00:00,-47.0,-72.0,3,2024-05-15 08:05:00,False,635.0,601.0,34.0,perfect
238156,2023-03-09,528,500.0,E,Gn,V,2023-03-09 08:18:00+00:00,2023-03-09 08:18:13+00:00,13.0,1,515,0,0,DDZ,4.0,1.0,2023-03-09 08:17:15+00:00,2160.0,2151.0,2023-03-09 08:18:13+00:00,-45.0,-58.0,3,2024-05-15 08:18:00,False,2207.0,2198.0,9.0,perfect
238170,2023-03-09,531,500.0,O,Rtd,V,2023-03-09 09:05:00+00:00,2023-03-09 09:05:15+00:00,15.0,1,520,0,0,DDZ,8.0,1.0,2023-03-09 09:04:13+00:00,600.0,640.0,2023-03-09 09:05:15+00:00,-47.0,-62.0,3,2024-05-15 09:05:00,True,645.0,685.0,-40.0,perfect
238212,2023-03-09,536,500.0,E,Gn,V,2023-03-09 10:18:00+00:00,2023-03-09 10:18:22+00:00,22.0,1,523,0,0,ICM,7.0,1.0,2023-03-09 10:17:15+00:00,2160.0,2189.0,2023-03-09 10:18:22+00:00,-45.0,-67.0,3,2024-05-15 10:18:00,True,2198.0,2227.0,-29.0,perfect
238226,2023-03-09,539,500.0,O,Rtd,V,2023-03-09 11:05:00+00:00,2023-03-09 11:05:00+00:00,0.0,1,528,0,0,DDZ,4.0,1.0,2023-03-09 11:04:13+00:00,600.0,557.0,2023-03-09 11:05:00+00:00,-47.0,-47.0,3,2024-05-15 11:05:00,True,660.0,617.0,43.0,perfect
238240,2023-03-09,540,500.0,E,Gn,V,2023-03-09 11:18:00+00:00,2023-03-09 11:18:03+00:00,3.0,1,527,0,0,ICM,7.0,1.0,2023-03-09 11:17:15+00:00,2160.0,2157.0,2023-03-09 11:18:03+00:00,-45.0,-48.0,3,2024-05-15 11:18:00,True,2217.0,2214.0,3.0,perfect
238254,2023-03-09,543,500.0,O,Rtd,V,2023-03-09 12:05:00+00:00,2023-03-09 12:05:09+00:00,9.0,1,532,0,0,ICM,7.0,1.0,2023-03-09 12:04:12+00:00,600.0,643.0,2023-03-09 12:05:09+00:00,-48.0,-57.0,3,2024-05-15 12:05:00,True,651.0,694.0,-43.0,perfect
238268,2023-03-09,544,500.0,E,Gn,V,2023-03-09 12:18:00+00:00,2023-03-09 12:18:00+00:00,0.0,1,531,0,1,DDZ,4.0,1.0,2023-03-09 12:17:16+00:00,2160.0,2170.0,2023-03-09 12:18:00+00:00,-44.0,-44.0,3,2024-05-15 12:18:00,True,2220.0,2230.0,-10.0,perfect
238282,2023-03-09,547,500.0,O,Rtd,V,2023-03-09 13:05:00+00:00,2023-03-09 13:05:25+00:00,25.0,1,536,0,0,ICM,7.0,0.0,2023-03-09 13:04:30+00:00,600.0,629.0,2023-03-09 13:05:25+00:00,-30.0,-55.0,3,2024-05-15 13:05:00,True,635.0,664.0,-29.0,perfect
238296,2023-03-09,548,500.0,E,Gn,V,2023-03-09 13:18:00+00:00,2023-03-09 13:17:50+00:00,-10.0,1,535,0,1,DDZ,4.0,1.0,2023-03-09 13:17:15+00:00,2160.0,2079.0,2023-03-09 13:17:50+00:00,-45.0,-35.0,3,2024-05-15 13:18:00,True,2230.0,2149.0,81.0,too late
238310,2023-03-09,551,500.0,O,Rtd,V,2023-03-09 14:05:00+00:00,2023-03-09 14:05:34+00:00,34.0,1,540,0,0,ICM,7.0,1.0,2023-03-09 14:04:13+00:00,600.0,673.0,2023-03-09 14:05:34+00:00,-47.0,-81.0,3,2024-05-15 14:05:00,True,626.0,699.0,-73.0,too early
238324,2023-03-09,552,500.0,E,Gn,V,2023-03-09 14:18:00+00:00,2023-03-09 14:18:24+00:00,24.0,1,539,0,0,DDZ,8.0,1.0,2023-03-09 14:17:15+00:00,2160.0,2188.0,2023-03-09 14:18:24+00:00,-45.0,-69.0,3,2024-05-15 14:18:00,True,2196.0,2224.0,-28.0,perfect
238338,2023-03-09,555,500.0,O,Rtd,V,2023-03-09 15:05:00+00:00,2023-03-09 15:05:43+00:00,43.0,1,544,0,0,DDZ,4.0,1.0,2023-03-09 15:04:13+00:00,600.0,623.0,2023-03-09 15:05:43+00:00,-47.0,-90.0,3,2024-05-15 15:05:00,True,617.0,640.0,-23.0,perfect
238366,2023-03-09,559,500.0,O,Rtd,V,2023-03-09 16:05:00+00:00,2023-03-09 16:05:20+00:00,20.0,1,548,0,0,DDZ,8.0,0.0,2023-03-09 16:04:29+00:00,600.0,639.0,2023-03-09 16:05:20+00:00,-31.0,-51.0,3,2024-05-15 16:05:00,False,640.0,679.0,-39.0,perfect
238380,2023-03-09,560,500.0,E,Gn,V,2023-03-09 16:18:00+00:00,2023-03-09 16:18:13+00:00,13.0,1,547,0,0,ICM,7.0,1.0,2023-03-09 16:17:15+00:00,2160.0,2074.0,2023-03-09 16:18:13+00:00,-45.0,-58.0,3,2024-05-15 16:18:00,False,2207.0,2121.0,86.0,too late
238394,2023-03-09,563,500.0,O,Rtd,V,2023-03-09 17:05:00+00:00,2023-03-09 17:05:17+00:00,17.0,1,552,0,0,DDZ,8.0,1.0,2023-03-09 17:04:13+00:00,600.0,661.0,2023-03-09 17:05:17+00:00,-47.0,-64.0,3,2024-05-15 17:05:00,False,643.0,704.0,-61.0,too early
238408,2023-03-09,564,500.0,E,Gn,V,2023-03-09 17:18:00+00:00,2023-03-09 17:17:58+00:00,-2.0,1,551,0,0,ICM,7.0,1.0,2023-03-09 17:17:15+00:00,2160.0,2160.0,2023-03-09 17:17:58+00:00,-45.0,-43.0,3,2024-05-15 17:18:00,False,2222.0,2222.0,0.0,perfect
238436,2023-03-09,568,500.0,E,Gn,V,2023-03-09 18:18:00+00:00,2023-03-09 18:18:12+00:00,12.0,1,555,0,0,DDZ,4.0,1.0,2023-03-09 18:17:15+00:00,2160.0,2161.0,2023-03-09 18:18:12+00:00,-45.0,-57.0,3,2024-05-15 18:18:00,False,2208.0,2209.0,-1.0,perfect
238464,2023-03-09,572,500.0,E,Gn,V,2023-03-09 19:18:00+00:00,2023-03-09 19:17:52+00:00,-8.0,1,559,0,0,DDZ,4.0,0.0,2023-03-09 19:17:15+00:00,2160.0,2218.0,2023-03-09 19:17:52+00:00,-45.0,-37.0,3,2024-05-15 19:18:00,True,2228.0,2286.0,-58.0,perfect
238478,2023-03-09,575,500.0,O,Rtd,V,2023-03-09 20:05:00+00:00,2023-03-09 20:05:05+00:00,5.0,1,564,0,1,ICM,3.0,1.0,2023-03-09 20:04:13+00:00,600.0,521.0,2023-03-09 20:05:05+00:00,-47.0,-52.0,3,2024-05-15 20:05:00,True,655.0,576.0,79.0,too late
238520,2023-03-09,580,500.0,E,Gn,V,2023-03-09 21:18:00+00:00,2023-03-09 21:18:02+00:00,2.0,1,567,0,1,ICM,4.0,0.0,2023-03-09 21:17:15+00:00,2160.0,2110.0,2023-03-09 21:18:02+00:00,-45.0,-47.0,3,2024-05-15 21:18:00,True,2218.0,2168.0,50.0,perfect
238534,2023-03-09,583,500.0,O,Rtd,V,2023-03-09 22:05:00+00:00,2023-03-09 22:05:35+00:00,35.0,1,572,1,0,DDZ,8.0,1.0,2023-03-09 22:04:13+00:00,600.0,646.0,2023-03-09 22:05:35+00:00,-47.0,-82.0,3,2024-05-15 22:05:00,True,625.0,671.0,-46.0,perfect
238548,2023-03-09,584,500.0,E,Gn,V,2023-03-09 22:18:00+00:00,2023-03-09 22:23:22+00:00,322.0,1,571,0,1,ICM,4.0,1.0,2023-03-09 22:17:15+00:00,2160.0,2328.0,2023-03-09 22:23:22+00:00,-45.0,-367.0,3,2024-05-15 22:18:00,True,1898.0,2066.0,-168.0,too early
238562,2023-03-09,587,500.0,O,Rtd,V,2023-03-09 23:05:00+00:00,2023-03-09 23:05:36+00:00,36.0,1,576,0,0,DDZ,4.0,1.0,2023-03-09 23:04:36+00:00,600.0,668.0,2023-03-09 23:05:36+00:00,-24.0,-60.0,3,2024-05-15 23:05:00,True,624.0,692.0,-68.0,too early
238590,2023-03-09,591,500.0,O,Rtd,V,2023-03-10 00:05:00+00:00,2023-03-10 00:04:59+00:00,-1.0,1,580,0,0,ICM,4.0,1.0,2023-03-10 00:04:13+00:00,600.0,555.0,2023-03-10 00:04:59+00:00,-47.0,-46.0,4,2024-05-15 00:05:00,True,661.0,616.0,45.0,perfect
238616,2023-03-09,617,600.0,O,Ut,V,2023-03-09 06:19:00+00:00,2023-03-09 06:18:50+00:00,-10.0,1,311418,0,0,VIRM,4.0,1.0,2023-03-09 06:18:08+00:00,1260.0,1365.0,2023-03-09 06:18:50+00:00,-52.0,-42.0,3,2024-05-15 06:19:00,True,1330.0,1435.0,-105.0,too early
238682,2023-03-09,625,600.0,O,Rtd,V,2023-03-09 07:35:00+00:00,2023-03-09 07:35:36+00:00,36.0,1,614,1,0,ICM,10.0,1.0,2023-03-09 07:34:13+00:00,600.0,669.0,2023-03-09 07:35:36+00:00,-47.0,-83.0,3,2024-05-15 07:35:00,False,624.0,693.0,-69.0,too early
238700,2023-03-09,626,600.0,E,Lw,V,2023-03-09 07:47:00+00:00,2023-03-09 07:46:55+00:00,-5.0,1,613,0,0,ICM,6.0,1.0,2023-03-09 07:46:08+00:00,2040.0,2025.0,2023-03-09 07:46:55+00:00,-52.0,-47.0,3,2024-05-15 07:47:00,False,2105.0,2090.0,15.0,perfect
238718,2023-03-09,629,600.0,O,Rtd,V,2023-03-09 08:35:00+00:00,2023-03-09 08:35:04+00:00,4.0,1,618,0,0,DDZ,4.0,1.0,2023-03-09 08:34:13+00:00,600.0,617.0,2023-03-09 08:35:04+00:00,-47.0,-51.0,3,2024-05-15 08:35:00,False,656.0,673.0,-17.0,perfect
238736,2023-03-09,630,600.0,E,Lw,V,2023-03-09 08:47:00+00:00,2023-03-09 08:47:09+00:00,9.0,1,617,0,0,VIRM,4.0,0.0,2023-03-09 08:46:09+00:00,2040.0,1962.0,2023-03-09 08:47:09+00:00,-51.0,-60.0,3,2024-05-15 08:47:00,False,2091.0,2013.0,78.0,too late
238754,2023-03-09,633,600.0,O,Rtd,V,2023-03-09 09:35:00+00:00,2023-03-09 09:34:54+00:00,-6.0,1,622,0,1,ICM,6.0,1.0,2023-03-09 09:34:13+00:00,600.0,530.0,2023-03-09 09:34:54+00:00,-47.0,-41.0,3,2024-05-15 09:35:00,True,666.0,596.0,70.0,too late
238772,2023-03-09,634,600.0,E,Lw,V,2023-03-09 09:47:00+00:00,2023-03-09 09:47:08+00:00,8.0,1,621,0,0,ICM,6.0,1.0,2023-03-09 09:46:09+00:00,2040.0,2051.0,2023-03-09 09:47:08+00:00,-51.0,-59.0,3,2024-05-15 09:47:00,True,2092.0,2103.0,-11.0,perfect
238790,2023-03-09,637,600.0,O,Rtd,V,2023-03-09 10:35:00+00:00,2023-03-09 10:35:10+00:00,10.0,1,626,0,0,ICM,6.0,1.0,2023-03-09 10:34:12+00:00,600.0,616.0,2023-03-09 10:35:10+00:00,-48.0,-58.0,3,2024-05-15 10:35:00,True,650.0,666.0,-16.0,perfect
238808,2023-03-09,638,600.0,E,Lw,V,2023-03-09 10:47:00+00:00,2023-03-09 10:46:51+00:00,-9.0,1,625,0,0,ICM,6.0,0.0,2023-03-09 10:46:08+00:00,2040.0,2096.0,2023-03-09 10:46:51+00:00,-52.0,-43.0,3,2024-05-15 10:47:00,True,2109.0,2165.0,-56.0,perfect
238826,2023-03-09,641,600.0,O,Rtd,V,2023-03-09 11:35:00+00:00,2023-03-09 11:35:35+00:00,35.0,1,630,0,0,VIRM,4.0,1.0,2023-03-09 11:34:17+00:00,600.0,682.0,2023-03-09 11:35:35+00:00,-43.0,-78.0,3,2024-05-15 11:35:00,True,625.0,707.0,-82.0,too early
238844,2023-03-09,642,600.0,E,Lw,V,2023-03-09 11:47:00+00:00,2023-03-09 11:46:48+00:00,-12.0,1,629,0,0,DDZ,4.0,1.0,2023-03-09 11:46:08+00:00,2040.0,2116.0,2023-03-09 11:46:48+00:00,-52.0,-40.0,3,2024-05-15 11:47:00,True,2112.0,2188.0,-76.0,too early
238880,2023-03-09,646,600.0,E,Lw,V,2023-03-09 12:47:00+00:00,2023-03-09 12:47:10+00:00,10.0,1,633,0,0,ICM,6.0,1.0,2023-03-09 12:46:09+00:00,2040.0,2021.0,2023-03-09 12:47:10+00:00,-51.0,-61.0,3,2024-05-15 12:47:00,True,2090.0,2071.0,19.0,perfect
238916,2023-03-09,650,600.0,E,Lw,V,2023-03-09 13:47:00+00:00,2023-03-09 13:46:59+00:00,-1.0,1,637,0,0,ICM,6.0,1.0,2023-03-09 13:46:09+00:00,2040.0,1972.0,2023-03-09 13:46:59+00:00,-51.0,-50.0,3,2024-05-15 13:47:00,True,2101.0,2033.0,68.0,too late
238934,2023-03-09,653,600.0,O,Rtd,V,2023-03-09 14:35:00+00:00,2023-03-09 14:35:35+00:00,35.0,1,642,0,0,DDZ,4.0,0.0,2023-03-09 14:34:13+00:00,600.0,619.0,2023-03-09 14:35:35+00:00,-47.0,-82.0,3,2024-05-15 14:35:00,True,625.0,644.0,-19.0,perfect
238970,2023-03-09,657,600.0,O,Rtd,V,2023-03-09 15:35:00+00:00,2023-03-09 15:35:41+00:00,41.0,1,646,1,0,ICM,10.0,1.0,2023-03-09 15:34:13+00:00,600.0,637.0,2023-03-09 15:35:41+00:00,-47.0,-88.0,3,2024-05-15 15:35:00,True,619.0,656.0,-37.0,perfect
238988,2023-03-09,658,600.0,E,Lw,V,2023-03-09 15:47:00+00:00,2023-03-09 15:47:02+00:00,2.0,1,645,0,0,ICM,6.0,1.0,2023-03-09 15:46:08+00:00,2040.0,2028.0,2023-03-09 15:47:02+00:00,-52.0,-54.0,3,2024-05-15 15:47:00,True,2098.0,2086.0,12.0,perfect
239006,2023-03-09,661,600.0,O,Rtd,V,2023-03-09 16:35:00+00:00,2023-03-09 16:35:32+00:00,32.0,1,650,1,0,ICM,12.0,1.0,2023-03-09 16:34:13+00:00,600.0,642.0,2023-03-09 16:35:32+00:00,-47.0,-79.0,3,2024-05-15 16:35:00,False,628.0,670.0,-42.0,perfect
239024,2023-03-09,662,600.0,E,Lw,V,2023-03-09 16:47:00+00:00,2023-03-09 16:47:21+00:00,21.0,1,649,0,0,ICM,6.0,0.0,2023-03-09 16:46:09+00:00,2040.0,2038.0,2023-03-09 16:47:21+00:00,-51.0,-72.0,3,2024-05-15 16:47:00,False,2079.0,2077.0,2.0,perfect
239060,2023-03-09,666,600.0,E,Lw,V,2023-03-09 17:47:00+00:00,2023-03-09 17:47:07+00:00,7.0,1,653,0,0,DDZ,4.0,1.0,2023-03-09 17:46:11+00:00,2040.0,2025.0,2023-03-09 17:47:07+00:00,-49.0,-56.0,3,2024-05-15 17:47:00,False,2093.0,2078.0,15.0,perfect
239096,2023-03-09,670,600.0,E,Lw,V,2023-03-09 18:47:00+00:00,2023-03-09 18:47:18+00:00,18.0,1,657,0,0,ICM,6.0,1.0,2023-03-09 18:46:08+00:00,2040.0,2026.0,2023-03-09 18:47:18+00:00,-52.0,-70.0,3,2024-05-15 18:47:00,True,2082.0,2068.0,14.0,perfect
