,TRAFFIC_DATE,TRAINNUMBER,TRAINSERIE,TRAINSERIE_DIRECTION,STATION,ACTIVITYTYPE,PLAN_DATETIME,REALIZED_DATETIME,DELAY,TURNOVER_INDICATOR,PREVIOUS_TRAINNUMBER,COMBINE,SPLIT,ROLLINGSTOCK_TYPE,NUMBER_CARRIAGES,DRIVER_CHANGE,DEPARTURE_SIGNAL_SHOWS_SAFE,PLAN_TURNOVER_TIME,REALIZED_TURNOVER_TIME,MAX_DEPARTURE_TIME,PLAN_SIGNAL_SAFE_DELAY,REALIZED_SIGNAL_SAFE_DELAY,DAY_IN_WEEK,24-TIME,DALUREN,NEEDED_PLAN_TURNOVER_TIME,NEEDED_REALIZED_TURNOVER_TIME,DIFF_TURNOVER_TIME,DIFF_TURNOVER_TIME_CAT
491628,2023-03-12,4057,4000.0,O,Asd,V,2023-03-12 15:20:00+00:00,2023-03-12 15:20:26+00:00,26.0,1,4046,0,0,SLT,6.0,1.0,2023-03-12 15:19:09+00:00,600.0,558.0,2023-03-12 15:20:26+00:00,-51.0,-77.0,6,2024-05-15 15:20:00,True,634.0,592.0,42.0,perfect
491658,2023-03-12,4058,4000.0,E,Rtd,V,2023-03-12 16:54:00+00:00,2023-03-12 16:54:53+00:00,53.0,1,4057,0,0,SLT,6.0,1.0,2023-03-12 16:53:03+00:00,1200.0,1278.0,2023-03-12 16:54:53+00:00,-57.0,-110.0,6,2024-05-15 16:54:00,True,1207.0,1285.0,-78.0,too early
491716,2023-03-12,4059,4000.0,O,Asd,V,2023-03-12 15:50:00+00:00,2023-03-12 15:49:53+00:00,-7.0,1,4048,0,0,SLT,6.0,0.0,2023-03-12 15:45:39+00:00,600.0,585.0,2023-03-12 15:49:53+00:00,-261.0,-254.0,6,2024-05-15 15:50:00,True,667.0,652.0,15.0,perfect
491746,2023-03-12,4060,4000.0,E,Rtd,V,2023-03-12 17:24:00+00:00,2023-03-12 17:24:03+00:00,3.0,1,4059,0,0,SLT,6.0,1.0,2023-03-12 17:23:03+00:00,1200.0,1201.0,2023-03-12 17:24:03+00:00,-57.0,-60.0,6,2024-05-15 17:24:00,True,1257.0,1258.0,-1.0,perfect
491804,2023-03-12,4061,4000.0,O,Asd,V,2023-03-12 16:20:00+00:00,2023-03-12 16:20:09+00:00,9.0,1,4050,0,0,SLT,4.0,1.0,2023-03-12 16:19:09+00:00,600.0,607.0,2023-03-12 16:20:09+00:00,-51.0,-60.0,6,2024-05-15 16:20:00,True,651.0,658.0,-7.0,perfect
491834,2023-03-12,4062,4000.0,E,Rtd,V,2023-03-12 17:54:00+00:00,2023-03-12 17:55:54+00:00,114.0,1,4061,0,0,SLT,4.0,1.0,2023-03-12 17:53:13+00:00,1200.0,1307.0,2023-03-12 17:55:54+00:00,-47.0,-161.0,6,2024-05-15 17:54:00,True,1146.0,1253.0,-107.0,too early
491892,2023-03-12,4063,4000.0,O,Asd,V,2023-03-12 16:50:00+00:00,2023-03-12 16:50:20+00:00,20.0,1,4052,0,0,SLT,6.0,1.0,2023-03-12 16:49:09+00:00,600.0,583.0,2023-03-12 16:50:20+00:00,-51.0,-71.0,6,2024-05-15 16:50:00,True,640.0,623.0,17.0,perfect
491980,2023-03-12,4065,4000.0,O,Asd,V,2023-03-12 17:20:00+00:00,2023-03-12 17:19:58+00:00,-2.0,1,4054,0,0,SLT,4.0,1.0,2023-03-12 17:19:09+00:00,600.0,625.0,2023-03-12 17:19:58+00:00,-51.0,-49.0,6,2024-05-15 17:20:00,True,662.0,687.0,-25.0,perfect
492010,2023-03-12,4066,4000.0,E,Rtd,V,2023-03-12 18:54:00+00:00,2023-03-12 18:54:18+00:00,18.0,1,4065,0,0,SLT,4.0,1.0,2023-03-12 18:53:03+00:00,1200.0,1222.0,2023-03-12 18:54:18+00:00,-57.0,-75.0,6,2024-05-15 18:54:00,True,1242.0,1264.0,-22.0,perfect
492068,2023-03-12,4067,4000.0,O,Asd,V,2023-03-12 17:50:00+00:00,2023-03-12 17:49:54+00:00,-6.0,1,4056,0,0,SLT,6.0,1.0,2023-03-12 17:48:43+00:00,600.0,487.0,2023-03-12 17:49:54+00:00,-77.0,-71.0,6,2024-05-15 17:50:00,True,666.0,553.0,113.0,too late
492098,2023-03-12,4068,4000.0,E,Rtd,V,2023-03-12 19:24:00+00:00,2023-03-12 19:23:56+00:00,-4.0,1,4067,0,0,SLT,6.0,0.0,2023-03-12 19:23:03+00:00,1200.0,1172.0,2023-03-12 19:23:56+00:00,-57.0,-53.0,6,2024-05-15 19:24:00,True,1264.0,1236.0,28.0,perfect
492156,2023-03-12,4069,4000.0,O,Asd,V,2023-03-12 18:20:00+00:00,2023-03-12 18:19:56+00:00,-4.0,1,4058,0,0,SLT,6.0,0.0,2023-03-12 18:19:09+00:00,600.0,582.0,2023-03-12 18:19:56+00:00,-51.0,-47.0,6,2024-05-15 18:20:00,True,664.0,646.0,18.0,perfect
492186,2023-03-12,4070,4000.0,E,Rtd,V,2023-03-12 19:54:00+00:00,2023-03-12 19:54:06+00:00,6.0,1,4069,0,0,SLT,6.0,0.0,2023-03-12 19:53:02+00:00,1200.0,1164.0,2023-03-12 19:54:06+00:00,-58.0,-64.0,6,2024-05-15 19:54:00,True,1254.0,1218.0,36.0,perfect
492274,2023-03-12,4072,4000.0,E,Rtd,V,2023-03-12 20:24:00+00:00,2023-03-12 20:24:28+00:00,28.0,1,4071,0,0,SLT,6.0,1.0,2023-03-12 20:23:03+00:00,1200.0,1229.0,2023-03-12 20:24:28+00:00,-57.0,-85.0,6,2024-05-15 20:24:00,True,1232.0,1261.0,-29.0,perfect
492332,2023-03-12,4073,4000.0,O,Asd,V,2023-03-12 19:20:00+00:00,2023-03-12 19:20:16+00:00,16.0,1,4062,0,0,SLT,4.0,1.0,2023-03-12 19:19:03+00:00,600.0,573.0,2023-03-12 19:20:16+00:00,-57.0,-73.0,6,2024-05-15 19:20:00,True,644.0,617.0,27.0,perfect
492362,2023-03-12,4074,4000.0,E,Rtd,V,2023-03-12 20:54:00+00:00,2023-03-12 20:54:10+00:00,10.0,1,4073,0,0,SLT,4.0,0.0,2023-03-12 20:53:09+00:00,1200.0,1253.0,2023-03-12 20:54:10+00:00,-51.0,-61.0,6,2024-05-15 20:54:00,True,1250.0,1303.0,-53.0,perfect
492420,2023-03-12,4075,4000.0,O,Asd,V,2023-03-12 19:50:00+00:00,2023-03-12 19:50:19+00:00,19.0,1,4064,0,0,SLT,6.0,1.0,2023-03-12 19:49:09+00:00,600.0,582.0,2023-03-12 19:50:19+00:00,-51.0,-70.0,6,2024-05-15 19:50:00,True,641.0,623.0,18.0,perfect
492508,2023-03-12,4077,4000.0,O,Asd,V,2023-03-12 20:20:00+00:00,2023-03-12 20:20:08+00:00,8.0,1,4066,0,0,SLT,4.0,1.0,2023-03-12 20:19:09+00:00,600.0,489.0,2023-03-12 20:20:08+00:00,-51.0,-59.0,6,2024-05-15 20:20:00,True,652.0,541.0,111.0,too late
492538,2023-03-12,4078,4000.0,E,Rtd,V,2023-03-12 21:54:00+00:00,2023-03-12 21:54:12+00:00,12.0,1,4077,0,0,SLT,4.0,0.0,2023-03-12 21:53:03+00:00,1200.0,1202.0,2023-03-12 21:54:12+00:00,-57.0,-69.0,6,2024-05-15 21:54:00,True,1248.0,1250.0,-2.0,perfect
492596,2023-03-12,4079,4000.0,O,Asd,V,2023-03-12 20:50:00+00:00,2023-03-12 20:50:06+00:00,6.0,1,4068,0,0,SLT,6.0,1.0,2023-03-12 20:49:08+00:00,600.0,567.0,2023-03-12 20:50:06+00:00,-52.0,-58.0,6,2024-05-15 20:50:00,True,654.0,621.0,33.0,perfect
492626,2023-03-12,4080,4000.0,E,Rtd,V,2023-03-12 22:24:00+00:00,2023-03-12 22:24:03+00:00,3.0,1,4079,1,0,SLT,10.0,0.0,2023-03-12 22:23:09+00:00,1200.0,1200.0,2023-03-12 22:24:03+00:00,-51.0,-54.0,6,2024-05-15 22:24:00,True,1257.0,1257.0,0.0,perfect
492684,2023-03-12,4081,4000.0,O,Asd,V,2023-03-12 21:20:00+00:00,2023-03-12 21:20:08+00:00,8.0,1,4070,0,0,SLT,6.0,1.0,2023-03-12 21:19:03+00:00,600.0,497.0,2023-03-12 21:20:08+00:00,-57.0,-65.0,6,2024-05-15 21:20:00,True,652.0,549.0,103.0,too late
492714,2023-03-12,4082,4000.0,E,Rtd,V,2023-03-12 22:54:00+00:00,2023-03-12 22:53:58+00:00,-2.0,1,4081,1,1,SLT,10.0,1.0,2023-03-12 22:53:09+00:00,1200.0,1152.0,2023-03-12 22:53:58+00:00,-51.0,-49.0,6,2024-05-15 22:54:00,True,1262.0,1214.0,48.0,perfect
492772,2023-03-12,4083,4000.0,O,Asd,V,2023-03-12 21:50:00+00:00,2023-03-12 21:49:57+00:00,-3.0,1,4072,0,0,SLT,6.0,0.0,2023-03-12 21:49:09+00:00,600.0,597.0,2023-03-12 21:49:57+00:00,-51.0,-48.0,6,2024-05-15 21:50:00,True,663.0,660.0,3.0,perfect
492846,2023-03-12,4085,4000.0,O,Asd,V,2023-03-12 22:20:00+00:00,2023-03-12 22:20:14+00:00,14.0,1,4074,0,0,SLT,4.0,1.0,2023-03-12 22:19:08+00:00,600.0,584.0,2023-03-12 22:20:14+00:00,-52.0,-66.0,6,2024-05-15 22:20:00,True,646.0,630.0,16.0,perfect
492876,2023-03-12,4086,4000.0,E,Rtd,V,2023-03-12 23:54:00+00:00,2023-03-12 23:54:36+00:00,36.0,1,4085,0,0,SLT,4.0,0.0,2023-03-12 23:53:03+00:00,1200.0,1264.0,2023-03-12 23:54:36+00:00,-57.0,-93.0,6,2024-05-15 23:54:00,True,1224.0,1288.0,-64.0,too early
492902,2023-03-12,4087,4000.0,O,Asd,V,2023-03-12 22:50:00+00:00,2023-03-12 22:49:42+00:00,-18.0,1,4076,0,0,SLT,6.0,1.0,2023-03-12 22:49:08+00:00,600.0,491.0,2023-03-12 22:49:42+00:00,-52.0,-34.0,6,2024-05-15 22:50:00,True,678.0,569.0,109.0,too late
492932,2023-03-12,4088,4000.0,E,Rtd,V,2023-03-13 00:24:00+00:00,2023-03-13 00:25:02+00:00,62.0,1,4087,0,0,SLT,6.0,1.0,2023-03-13 00:23:02+00:00,1200.0,1166.0,2023-03-13 00:25:02+00:00,-58.0,-120.0,0,2024-05-15 00:24:00,True,1198.0,1164.0,34.0,perfect
492958,2023-03-12,4089,4000.0,O,Asd,V,2023-03-12 23:20:00+00:00,2023-03-12 23:19:51+00:00,-9.0,1,4078,0,0,SLT,4.0,1.0,2023-03-12 23:19:03+00:00,600.0,552.0,2023-03-12 23:19:51+00:00,-57.0,-48.0,6,2024-05-15 23:20:00,True,669.0,621.0,48.0,perfect
493002,2023-03-12,4091,4000.0,O,Asd,V,2023-03-12 23:50:00+00:00,2023-03-12 23:49:47+00:00,-13.0,1,4080,0,0,SLT,10.0,0.0,2023-03-12 23:49:04+00:00,600.0,572.0,2023-03-12 23:49:47+00:00,-56.0,-43.0,6,2024-05-15 23:50:00,True,673.0,645.0,28.0,perfect
493225,2023-03-12,4324,4300.0,E,Alm,V,2023-03-12 08:47:00+00:00,2023-03-12 08:46:52+00:00,-8.0,1,4325,0,0,SNG,3.0,1.0,2023-03-12 08:46:05+00:00,270.0,285.0,2023-03-12 08:46:52+00:00,-55.0,-47.0,6,2024-05-15 08:47:00,True,338.0,353.0,-15.0,perfect
493243,2023-03-12,4325,4300.0,O,Hfd,V,2023-03-12 07:48:30+00:00,2023-03-12 07:48:54+00:00,24.0,1,4316,0,0,SNG,3.0,0.0,2023-03-12 07:47:34+00:00,450.0,466.0,2023-03-12 07:48:54+00:00,-56.0,-80.0,6,2024-05-15 07:48:00,True,486.0,502.0,-16.0,perfect
493273,2023-03-12,4326,4300.0,E,Alm,V,2023-03-12 09:17:00+00:00,2023-03-12 09:18:49+00:00,109.0,1,4327,0,0,SNG,3.0,1.0,2023-03-12 09:16:05+00:00,270.0,407.0,2023-03-12 09:18:49+00:00,-55.0,-164.0,6,2024-05-15 09:17:00,True,221.0,358.0,-137.0,too early
493291,2023-03-12,4327,4300.0,O,Hfd,V,2023-03-12 08:18:30+00:00,2023-03-12 08:18:30+00:00,0.0,1,4318,0,0,SNG,3.0,0.0,2023-03-12 08:17:11+00:00,450.0,427.0,2023-03-12 08:18:30+00:00,-79.0,-79.0,6,2024-05-15 08:18:00,True,510.0,487.0,23.0,perfect
493321,2023-03-12,4328,4300.0,E,Alm,V,2023-03-12 09:47:00+00:00,2023-03-12 09:47:01+00:00,1.0,1,4329,0,0,SNG,4.0,1.0,2023-03-12 09:46:06+00:00,270.0,281.0,2023-03-12 09:47:01+00:00,-54.0,-55.0,6,2024-05-15 09:47:00,True,329.0,340.0,-11.0,perfect
493339,2023-03-12,4329,4300.0,O,Hfd,V,2023-03-12 08:48:30+00:00,2023-03-12 08:48:06+00:00,-24.0,1,4320,0,0,SNG,4.0,0.0,2023-03-12 08:47:11+00:00,450.0,429.0,2023-03-12 08:48:06+00:00,-79.0,-55.0,6,2024-05-15 08:48:00,True,534.0,513.0,21.0,perfect
493369,2023-03-12,4330,4300.0,E,Alm,V,2023-03-12 10:17:00+00:00,2023-03-12 10:18:20+00:00,80.0,1,4331,0,0,SNG,3.0,1.0,2023-03-12 10:16:05+00:00,270.0,377.0,2023-03-12 10:18:20+00:00,-55.0,-135.0,6,2024-05-15 10:17:00,True,250.0,357.0,-107.0,too early
493387,2023-03-12,4331,4300.0,O,Hfd,V,2023-03-12 09:18:30+00:00,2023-03-12 09:18:23+00:00,-7.0,1,4322,0,0,SNG,3.0,0.0,2023-03-12 09:17:30+00:00,450.0,406.0,2023-03-12 09:18:23+00:00,-60.0,-53.0,6,2024-05-15 09:18:00,True,517.0,473.0,44.0,perfect
493417,2023-03-12,4332,4300.0,E,Alm,V,2023-03-12 10:47:00+00:00,2023-03-12 10:46:36+00:00,-24.0,1,4333,0,0,SNG,3.0,1.0,2023-03-12 10:46:06+00:00,270.0,272.0,2023-03-12 10:46:36+00:00,-54.0,-30.0,6,2024-05-15 10:47:00,True,354.0,356.0,-2.0,perfect
493435,2023-03-12,4333,4300.0,O,Hfd,V,2023-03-12 09:48:30+00:00,2023-03-12 09:48:04+00:00,-26.0,1,4324,0,0,SNG,3.0,0.0,2023-03-12 09:47:10+00:00,450.0,417.0,2023-03-12 09:48:04+00:00,-80.0,-54.0,6,2024-05-15 09:48:00,True,536.0,503.0,33.0,perfect
493465,2023-03-12,4334,4300.0,E,Alm,V,2023-03-12 11:17:00+00:00,2023-03-12 11:19:13+00:00,133.0,1,4335,0,0,SNG,3.0,1.0,2023-03-12 11:16:06+00:00,270.0,316.0,2023-03-12 11:19:13+00:00,-54.0,-187.0,6,2024-05-15 11:17:00,True,197.0,243.0,-46.0,perfect
493483,2023-03-12,4335,4300.0,O,Hfd,V,2023-03-12 10:18:30+00:00,2023-03-12 10:18:57+00:00,27.0,1,4326,0,0,SNG,3.0,0.0,2023-03-12 10:17:11+00:00,450.0,478.0,2023-03-12 10:18:57+00:00,-79.0,-106.0,6,2024-05-15 10:18:00,True,483.0,511.0,-28.0,perfect
493513,2023-03-12,4336,4300.0,E,Alm,V,2023-03-12 11:47:00+00:00,2023-03-12 11:46:57+00:00,-3.0,1,4337,0,0,SNG,4.0,1.0,2023-03-12 11:46:06+00:00,270.0,273.0,2023-03-12 11:46:57+00:00,-54.0,-51.0,6,2024-05-15 11:47:00,True,333.0,336.0,-3.0,perfect
493561,2023-03-12,4338,4300.0,E,Alm,V,2023-03-12 12:17:00+00:00,2023-03-12 12:17:06+00:00,6.0,1,4339,0,0,SNG,3.0,1.0,2023-03-12 12:16:06+00:00,270.0,321.0,2023-03-12 12:17:06+00:00,-54.0,-60.0,6,2024-05-15 12:17:00,True,324.0,375.0,-51.0,perfect
493579,2023-03-12,4339,4300.0,O,Hfd,V,2023-03-12 11:18:30+00:00,2023-03-12 11:18:54+00:00,24.0,1,4330,0,0,SNG,3.0,0.0,2023-03-12 11:18:22+00:00,450.0,484.0,2023-03-12 11:18:54+00:00,-8.0,-32.0,6,2024-05-15 11:18:00,True,486.0,520.0,-34.0,perfect
493609,2023-03-12,4340,4300.0,E,Alm,V,2023-03-12 12:47:00+00:00,2023-03-12 12:47:06+00:00,6.0,1,4341,0,0,SNG,3.0,1.0,2023-03-12 12:46:06+00:00,270.0,353.0,2023-03-12 12:47:06+00:00,-54.0,-60.0,6,2024-05-15 12:47:00,True,324.0,407.0,-83.0,too early
493657,2023-03-12,4342,4300.0,E,Alm,V,2023-03-12 13:17:00+00:00,2023-03-12 13:17:02+00:00,2.0,1,4343,0,0,SNG,3.0,1.0,2023-03-12 13:16:06+00:00,270.0,243.0,2023-03-12 13:17:02+00:00,-54.0,-56.0,6,2024-05-15 13:17:00,True,328.0,301.0,27.0,perfect
493705,2023-03-12,4344,4300.0,E,Alm,V,2023-03-12 13:47:00+00:00,2023-03-12 13:47:06+00:00,6.0,1,4345,0,0,SNG,4.0,1.0,2023-03-12 13:46:05+00:00,270.0,274.0,2023-03-12 13:47:06+00:00,-55.0,-61.0,6,2024-05-15 13:47:00,True,324.0,328.0,-4.0,perfect
493723,2023-03-12,4345,4300.0,O,Hfd,V,2023-03-12 12:48:30+00:00,2023-03-12 12:49:04+00:00,34.0,1,4336,0,0,SNG,4.0,0.0,2023-03-12 12:48:11+00:00,450.0,462.0,2023-03-12 12:49:04+00:00,-19.0,-53.0,6,2024-05-15 12:48:00,True,476.0,488.0,-12.0,perfect
493753,2023-03-12,4346,4300.0,E,Alm,V,2023-03-12 14:17:00+00:00,2023-03-12 14:17:02+00:00,2.0,1,4347,0,0,SNG,3.0,1.0,2023-03-12 14:16:05+00:00,270.0,277.0,2023-03-12 14:17:02+00:00,-55.0,-57.0,6,2024-05-15 14:17:00,True,328.0,335.0,-7.0,perfect
493771,2023-03-12,4347,4300.0,O,Hfd,V,2023-03-12 13:18:30+00:00,2023-03-12 13:18:24+00:00,-6.0,1,4338,0,0,SNG,3.0,0.0,2023-03-12 13:17:24+00:00,450.0,400.0,2023-03-12 13:18:24+00:00,-66.0,-60.0,6,2024-05-15 13:18:00,True,516.0,466.0,50.0,perfect
493801,2023-03-12,4348,4300.0,E,Alm,V,2023-03-12 14:47:00+00:00,2023-03-12 14:46:49+00:00,-11.0,1,4349,0,0,SNG,3.0,1.0,2023-03-12 14:46:05+00:00,270.0,262.0,2023-03-12 14:46:49+00:00,-55.0,-44.0,6,2024-05-15 14:47:00,True,341.0,333.0,8.0,perfect
493819,2023-03-12,4349,4300.0,O,Hfd,V,2023-03-12 13:48:30+00:00,2023-03-12 13:51:33+00:00,183.0,1,4340,0,0,SNG,3.0,0.0,2023-03-12 13:48:09+00:00,450.0,310.0,2023-03-12 13:51:33+00:00,-21.0,-204.0,6,2024-05-15 13:48:00,True,327.0,187.0,140.0,too late
493849,2023-03-12,4350,4300.0,E,Alm,V,2023-03-12 15:17:00+00:00,2023-03-12 15:17:24+00:00,24.0,1,4351,0,0,SNG,3.0,1.0,2023-03-12 15:16:05+00:00,270.0,292.0,2023-03-12 15:17:24+00:00,-55.0,-79.0,6,2024-05-15 15:17:00,True,306.0,328.0,-22.0,perfect
493867,2023-03-12,4351,4300.0,O,Hfd,V,2023-03-12 14:18:30+00:00,2023-03-12 14:18:28+00:00,-2.0,1,4342,0,0,SNG,3.0,0.0,2023-03-12 14:17:08+00:00,450.0,291.0,2023-03-12 14:18:28+00:00,-82.0,-80.0,6,2024-05-15 14:18:00,True,512.0,353.0,159.0,too late
493898,2023-03-12,4352,4300.0,E,Alm,V,2023-03-12 15:47:00+00:00,2023-03-12 15:47:30+00:00,30.0,1,4353,0,0,SNG,4.0,1.0,2023-03-12 15:46:05+00:00,270.0,312.0,2023-03-12 15:47:30+00:00,-55.0,-85.0,6,2024-05-15 15:47:00,True,300.0,342.0,-42.0,perfect
493916,2023-03-12,4353,4300.0,O,Hfd,V,2023-03-12 14:48:30+00:00,2023-03-12 14:48:33+00:00,3.0,1,4344,0,0,SNG,4.0,0.0,2023-03-12 14:47:03+00:00,450.0,428.0,2023-03-12 14:48:33+00:00,-87.0,-90.0,6,2024-05-15 14:48:00,True,507.0,485.0,22.0,perfect
493946,2023-03-12,4354,4300.0,E,Alm,V,2023-03-12 16:17:00+00:00,2023-03-12 16:17:07+00:00,7.0,1,4355,0,0,SNG,3.0,1.0,2023-03-12 16:16:05+00:00,270.0,337.0,2023-03-12 16:17:07+00:00,-55.0,-62.0,6,2024-05-15 16:17:00,True,323.0,390.0,-67.0,too early
493994,2023-03-12,4356,4300.0,E,Alm,V,2023-03-12 16:47:00+00:00,2023-03-12 16:46:59+00:00,-1.0,1,4357,0,0,SNG,3.0,1.0,2023-03-12 16:46:06+00:00,270.0,308.0,2023-03-12 16:46:59+00:00,-54.0,-53.0,6,2024-05-15 16:47:00,True,331.0,369.0,-38.0,perfect
494042,2023-03-12,4358,4300.0,E,Alm,V,2023-03-12 17:17:00+00:00,2023-03-12 17:17:13+00:00,13.0,1,4359,0,0,SNG,3.0,1.0,2023-03-12 17:16:06+00:00,270.0,299.0,2023-03-12 17:17:13+00:00,-54.0,-67.0,6,2024-05-15 17:17:00,True,317.0,346.0,-29.0,perfect
494138,2023-03-12,4362,4300.0,E,Alm,V,2023-03-12 18:17:00+00:00,2023-03-12 18:17:02+00:00,2.0,1,4363,0,0,SNG,3.0,1.0,2023-03-12 18:16:06+00:00,270.0,284.0,2023-03-12 18:17:02+00:00,-54.0,-56.0,6,2024-05-15 18:17:00,True,328.0,342.0,-14.0,perfect
494234,2023-03-12,4366,4300.0,E,Alm,V,2023-03-12 19:17:00+00:00,2023-03-12 19:16:57+00:00,-3.0,1,4367,0,0,SNG,3.0,1.0,2023-03-12 19:16:06+00:00,270.0,278.0,2023-03-12 19:16:57+00:00,-54.0,-51.0,6,2024-05-15 19:17:00,True,333.0,341.0,-8.0,perfect
494282,2023-03-12,4368,4300.0,E,Alm,V,2023-03-12 19:47:00+00:00,2023-03-12 19:47:07+00:00,7.0,1,4369,0,0,SNG,4.0,1.0,2023-03-12 19:46:05+00:00,270.0,263.0,2023-03-12 19:47:07+00:00,-55.0,-62.0,6,2024-05-15 19:47:00,True,323.0,316.0,7.0,perfect
494330,2023-03-12,4370,4300.0,E,Alm,V,2023-03-12 20:17:00+00:00,2023-03-12 20:18:30+00:00,90.0,1,4371,0,0,SNG,3.0,1.0,2023-03-12 20:16:06+00:00,270.0,299.0,2023-03-12 20:18:30+00:00,-54.0,-144.0,6,2024-05-15 20:17:00,True,240.0,269.0,-29.0,perfect
494426,2023-03-12,4374,4300.0,E,Alm,V,2023-03-12 21:17:00+00:00,2023-03-12 21:16:52+00:00,-8.0,1,4375,0,0,SNG,3.0,1.0,2023-03-12 21:16:05+00:00,270.0,242.0,2023-03-12 21:16:52+00:00,-55.0,-47.0,6,2024-05-15 21:17:00,True,338.0,310.0,28.0,perfect
494522,2023-03-12,4378,4300.0,E,Alm,V,2023-03-12 22:17:00+00:00,2023-03-12 22:17:11+00:00,11.0,1,4379,0,0,SNG,3.0,1.0,2023-03-12 22:16:05+00:00,270.0,307.0,2023-03-12 22:17:11+00:00,-55.0,-66.0,6,2024-05-15 22:17:00,True,319.0,356.0,-37.0,perfect
494570,2023-03-12,4380,4300.0,E,Alm,V,2023-03-12 22:47:00+00:00,2023-03-12 22:47:07+00:00,7.0,1,4381,0,0,SNG,3.0,1.0,2023-03-12 22:46:05+00:00,270.0,307.0,2023-03-12 22:47:07+00:00,-55.0,-62.0,6,2024-05-15 22:47:00,True,323.0,360.0,-37.0,perfect
494618,2023-03-12,4382,4300.0,E,Alm,V,2023-03-12 23:17:00+00:00,2023-03-12 23:17:02+00:00,2.0,1,4383,0,0,SNG,3.0,1.0,2023-03-12 23:16:06+00:00,270.0,311.0,2023-03-12 23:17:02+00:00,-54.0,-56.0,6,2024-05-15 23:17:00,True,328.0,369.0,-41.0,perfect
494708,2023-03-12,4389,4300.0,O,Hfd,V,2023-03-12 23:48:00+00:00,2023-03-12 23:48:00+00:00,0.0,1,4380,0,0,SNG,3.0,0.0,2023-03-12 23:47:10+00:00,420.0,440.0,2023-03-12 23:48:00+00:00,-50.0,-50.0,6,2024-05-15 23:48:00,True,480.0,500.0,-20.0,perfect
494734,2023-03-12,4391,4300.0,O,Hfd,V,2023-03-13 00:20:00+00:00,2023-03-13 00:19:55+00:00,-5.0,1,4382,0,0,SNG,3.0,0.0,2023-03-13 00:19:10+00:00,540.0,525.0,2023-03-13 00:19:55+00:00,-50.0,-45.0,0,2024-05-15 00:20:00,True,605.0,590.0,15.0,perfect
494786,2023-03-12,4423,4400.0,O,Ht,V,2023-03-12 07:58:00+00:00,2023-03-12 07:58:13+00:00,13.0,1,4420,0,0,FLIRT,3.0,1.0,2023-03-12 07:57:08+00:00,1560.0,1440.0,2023-03-12 07:58:13+00:00,-52.0,-65.0,6,2024-05-15 07:58:00,True,1607.0,1487.0,120.0,too late
494806,2023-03-12,4424,4400.0,E,Dn,V,2023-03-12 07:36:00+00:00,2023-03-12 07:36:02+00:00,2.0,1,4417,0,0,FLIRT,7.0,0.0,2023-03-12 07:35:38+00:00,540.0,496.0,2023-03-12 07:36:02+00:00,-22.0,-24.0,6,2024-05-15 07:36:00,True,598.0,554.0,44.0,perfect
494986,2023-03-12,4436,4400.0,E,Dn,V,2023-03-12 10:36:00+00:00,2023-03-12 10:35:56+00:00,-4.0,1,4429,0,0,FLIRT,7.0,0.0,2023-03-12 10:35:32+00:00,540.0,551.0,2023-03-12 10:35:56+00:00,-28.0,-24.0,6,2024-05-15 10:36:00,True,604.0,615.0,-11.0,perfect
495006,2023-03-12,4437,4400.0,O,Ht,V,2023-03-12 11:28:00+00:00,2023-03-12 11:28:03+00:00,3.0,1,4432,0,0,FLIRT,3.0,1.0,2023-03-12 11:27:07+00:00,3300.0,3249.0,2023-03-12 11:28:03+00:00,-53.0,-56.0,6,2024-05-15 11:28:00,True,3357.0,3306.0,51.0,perfect
495046,2023-03-12,4440,4400.0,E,Dn,V,2023-03-12 11:36:00+00:00,2023-03-12 11:35:55+00:00,-5.0,1,4433,0,0,FLIRT,7.0,0.0,2023-03-12 11:35:31+00:00,540.0,646.0,2023-03-12 11:35:55+00:00,-29.0,-24.0,6,2024-05-15 11:36:00,True,605.0,711.0,-106.0,too early
495066,2023-03-12,4441,4400.0,O,Ht,V,2023-03-12 12:28:00+00:00,2023-03-12 12:27:51+00:00,-9.0,1,4436,0,0,FLIRT,7.0,1.0,2023-03-12 12:27:07+00:00,3300.0,3269.0,2023-03-12 12:27:51+00:00,-53.0,-44.0,6,2024-05-15 12:28:00,True,3369.0,3338.0,31.0,perfect
495126,2023-03-12,4445,4400.0,O,Ht,V,2023-03-12 13:28:00+00:00,2023-03-12 13:27:53+00:00,-7.0,1,4440,0,0,FLIRT,7.0,1.0,2023-03-12 13:27:07+00:00,3300.0,3290.0,2023-03-12 13:27:53+00:00,-53.0,-46.0,6,2024-05-15 13:28:00,True,3367.0,3357.0,10.0,perfect
495226,2023-03-12,4452,4400.0,E,Dn,V,2023-03-12 14:36:00+00:00,2023-03-12 14:35:58+00:00,-2.0,1,4445,0,0,FLIRT,7.0,0.0,2023-03-12 14:35:28+00:00,540.0,572.0,2023-03-12 14:35:58+00:00,-32.0,-30.0,6,2024-05-15 14:36:00,True,602.0,634.0,-32.0,perfect
